"chr","pos","strand","Name","Probe_rs","Probe_maf","CpG_rs","CpG_maf","SBE_rs","SBE_maf","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Phantom","DMR","Enhancer","HMM_Island","Regulatory_Feature_Name","Regulatory_Feature_Group","DHS","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"cg26256793","chr1",103574469,"-","cg26256793",NA,NA,NA,NA,NA,NA,"","OpenSea","COL11A1;COL11A1;COL11A1;COL11A1","NM_001168249;NM_080629;NM_080630;NM_001854","TSS1500;TSS1500;TSS1500;TSS1500","","","TRUE","1:103346256-103347121","","","",-0.515617267691402,-0.908608845352755,-4.93965558161849,1.17729673156069e-05,0.00726819037436437,3.20756173578054
"cg12753529","chr10",51525504,"-","cg12753529",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.535451848791997,1.7433179480567,4.93927648655591,1.17876772594535e-05,0.00726819037436437,3.20643044584029
"cg24662823","chr11",128350635,"+","cg24662823","rs7108562",0.440287,NA,NA,NA,NA,"","OpenSea","ETS1;ETS1;ETS1","NM_001143820;NM_001162422;NM_005238","Body;Body;Body","","","TRUE","","","","",0.922278608094227,1.62704784288682,4.93906664298662,1.17958275685912e-05,0.00726819037436437,3.20580424225081
"cg24149237","chr11",117687628,"-","cg24149237",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","11:117687598-117687839","Unclassified","",-0.590091644833281,-0.685222646737268,-4.93862786007421,1.18128878349366e-05,0.00726819037436437,3.20449487014716
"cg01027405","chr5",35860337,"-","cg01027405",NA,NA,NA,NA,NA,NA,"","OpenSea","IL7R","NM_002185","Body","","","TRUE","","","","",0.703944254641693,0.775321499312268,4.93783996499335,1.18435830062858e-05,0.00726906625574297,3.20214377910175
"cg20402826","chr2",198077081,"-","cg20402826",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.799138819525924,1.50195889652578,4.93754433045857,1.18551207584294e-05,0.00726906625574297,3.20126162321667
"cg15562346","chr2",239403295,"-","cg15562346",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","2:239067569-239068209","2:239402543-239403373","Unclassified_Cell_type_specific","",0.895740672991828,1.95250674018729,4.93637797019775,1.19007486543281e-05,0.00727396291309781,3.19778139132869
"cg08755130","chr6",29705878,"+","cg08755130",NA,NA,NA,NA,NA,NA,"","OpenSea","LOC285830;LOC285830","NR_026972;NR_026973","Body;Body","","","","","6:29705398-29706747","Unclassified","TRUE",-0.671479292153198,-2.71459959516391,-4.93629646560989,1.19039435734846e-05,0.00727396291309781,3.19753820174653
"cg13408605","chr20",1639816,"-","cg13408605",NA,NA,NA,NA,NA,NA,"","OpenSea","SIRPG;SIRPG;SIRPG","NM_001039508;NM_018556;NM_080816","TSS1500;TSS1500;TSS1500","","","","","","","",0.717288490689862,1.99338437762266,4.93374656390003,1.2004326251157e-05,0.0073227417899716,3.189930388642
"cg10937802","chr4",26177098,"+","cg10937802","rs6847292",0.016141,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","4:26177025-26177369","Unclassified_Cell_type_specific","",0.604508306400917,2.39998035100324,4.93259541436783,1.20499170011565e-05,0.0073318399885035,3.18649614748313
"cg06330618","chr15",91428456,"+","cg06330618",NA,NA,NA,NA,NA,NA,"chr15:91427540-91427905","S_Shore","FES;FES;FES;FES","NM_001143783;NM_001143784;NM_001143785;NM_002005","1stExon;1stExon;Body;Body","","","","","","","",-0.59523993064336,-0.587244811983595,-4.93226417522485,1.20630671897478e-05,0.0073318399885035,3.18550799101289
"cg08461692","chr17",8481454,"+","cg08461692",NA,NA,NA,NA,NA,NA,"","OpenSea","MYH10","NM_005964","Body","","","","","","","",0.382922643116694,-0.228011895025229,4.93181344784501,1.20809837983735e-05,0.0073318399885035,3.18416340032687
"cg04738877","chr14",88459963,"+","cg04738877",NA,NA,NA,NA,NA,NA,"chr14:88459118-88459689","S_Shore","GALC;GALC","NM_000153;NM_001037525","TSS200;TSS200","","","","","14:88458645-88460171","Promoter_Associated","",0.493089895470546,2.46073411397986,4.93007105067476,1.21504920389327e-05,0.00733978061274619,3.17896582113876
"cg09312904","chr1",117281442,"+","cg09312904","rs7554054",0.43394,NA,NA,NA,NA,"chr1:117284383-117284627","N_Shelf","","","","","","","","1:117281324-117282019","Promoter_Associated","",0.770399447633391,1.46433807566825,4.9287075190022,1.22051614620696e-05,0.00733978061274619,3.17489869440072
"cg23232773","chr6",31431902,"+","cg23232773","rs78490730",0.021701,NA,NA,NA,NA,"","OpenSea","HCP5","NM_006674","3'UTR","","","","","6:31431776-31432134","Promoter_Associated","",0.658175214467311,0.416924057245149,4.92776709360623,1.22430081675214e-05,0.00733978061274619,3.17209375530333
"cg25643644","chr11",118210017,"+","cg25643644",NA,NA,NA,NA,NA,NA,"","OpenSea","CD3D;CD3D","NM_000732;NM_001040651","Body;Body","","","","","11:118209999-118210327","Promoter_Associated_Cell_type_specific","",0.834689651452316,1.60734469566444,4.92551263956926,1.23342089608961e-05,0.00733978061274619,3.16537006059118
"cg09395239","chr11",57511522,"-","cg09395239","rs117734748",0.011719,NA,NA,NA,NA,"chr11:57508730-57509569","S_Shore","BTBD18","NM_001145101","3'UTR","","","","","","","",0.667218782218058,2.14986513271307,4.92498386784702,1.23556965077367e-05,0.00733978061274619,3.16379315213402
"cg13827677","chr9",131450747,"-","cg13827677",NA,NA,NA,NA,NA,NA,"chr9:131450972-131452682","N_Shore","SET;SET","NM_003011;NM_001122821","TSS1500;Body","","","","9:130490547-130490662","","","",0.516418043142055,0.699358010031484,4.92466628235698,1.23686198818421e-05,0.00733978061274619,3.16284606424137
"cg15820955","chr12",48192939,"-","cg15820955",NA,NA,NA,NA,NA,NA,"","OpenSea","HDAC7;HDAC7","NM_015401;NM_001098416","Body;Body","","","TRUE","","","","",0.521179613435456,1.76376638445808,4.92454310757705,1.23736357691925e-05,0.00733978061274619,3.16247874224755
"cg09650495","chr7",32463798,"-","cg09650495",NA,NA,NA,NA,NA,NA,"chr7:32467434-32467948","N_Shelf","","","","","","","","","","",0.322291526059219,0.937570168097939,4.92450722807662,1.2375097220986e-05,0.00733978061274619,3.16237174566585
"cg07070348","chr12",130555007,"+","cg07070348",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","12:129120898-129121055","","","",0.56478419072652,0.0131666105260138,4.92304017210496,1.24349996882319e-05,0.00733978061274619,3.15799697933614
"cg14458292","chr6",124236421,"-","cg14458292",NA,NA,NA,NA,NA,NA,"","OpenSea","NKAIN2","NM_001040214","Body","","","","","6:124236394-124236487","Unclassified_Cell_type_specific","",0.435590367631458,2.07111324186823,4.92265618821186,1.24507255883495e-05,0.00733978061274619,3.15685198778867
"cg06796611","chr1",207070834,"+","cg06796611",NA,NA,NA,NA,NA,NA,"","OpenSea","IL24;IL24;IL24;IL24","NM_006850;NM_181339;NM_181339;NM_006850","1stExon;5'UTR;1stExon;5'UTR","","","TRUE","","","","",0.674236421009434,1.72634352250144,4.92238491507899,1.24618472881444e-05,0.00733978061274619,3.15604309798884
"cg10794086","chr6",30455964,"+","cg10794086",NA,NA,NA,NA,NA,NA,"chr6:30457369-30458175","N_Shore","HLA-E","NM_005516","TSS1500","","","","","","","",0.764463494325163,2.59482793527473,4.92209364837985,1.24737995954547e-05,0.00733978061274619,3.15517460231699
"cg18463607","chr4",56718320,"+","cg18463607",NA,NA,NA,NA,NA,NA,"chr4:56719704-56720228","N_Shore","EXOC1;EXOC1;EXOC1","NM_018261;NM_178237;NM_001024924","TSS1500;TSS1500;TSS1500","","","","","4:56718196-56718450","Unclassified_Cell_type_specific","",0.805484375436818,1.45357046355159,4.92157942767052,1.24949285633653e-05,0.00733978061274619,3.15364133404554
"cg05210501","chr7",27219344,"+","cg05210501",NA,NA,NA,NA,NA,NA,"chr7:27219309-27219750","Island","HOXA10;HOXA10","NM_153715;NM_153715","1stExon;5'UTR","","","","7:27185681-27186354","7:27218624-27220804","Unclassified","",-0.469692465816562,-1.90774001003817,-4.92108062880048,1.25154575831875e-05,0.00733978061274619,3.15215408506421
"cg26853368","chr19",2856730,"+","cg26853368",NA,NA,NA,NA,NA,NA,"chr19:2858893-2859239","N_Shelf","","","","","","","","19:2856526-2857162","Unclassified_Cell_type_specific","",0.655026125448596,1.42391181471218,4.92102896068106,1.25175859836971e-05,0.00733978061274619,3.15200003026275
"cg09417011","chr1",54842404,"+","cg09417011",NA,NA,NA,NA,NA,NA,"","OpenSea","SSBP3;SSBP3;SSBP3","NM_001009955;NM_018070;NM_145716","Body;Body;Body","","","TRUE","","1:54842254-54842678","Promoter_Associated","TRUE",0.970017676702309,2.60353169145252,4.92099704568654,1.25189008584476e-05,0.00733978061274619,3.15190487200055
"cg21144988","chr4",186086650,"+","cg21144988",NA,NA,NA,NA,NA,NA,"","OpenSea","KIAA1430","NM_020827","Body","","","TRUE","","4:186086628-186087060","Unclassified","",0.379752896846501,0.620788175930058,4.92072798856376,1.25299912340108e-05,0.00733978061274619,3.1511026526389
"cg20025086","chr12",109569130,"+","cg20025086",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","low-CpG:108053416-108053607","","TRUE","","","","TRUE",-0.363478088899225,-0.159325587127987,-4.92058845701583,1.25357464568675e-05,0.00733978061274619,3.15068663008748
"cg18464274","chr12",42537617,"-","cg18464274",NA,NA,NA,NA,NA,NA,"chr12:42538125-42538902","N_Shore","GXYLT1;GXYLT1","NM_173601;NM_001099650","Body;Body","","","","","","","",-0.572147592984522,-0.711411028175991,-4.92044706038376,1.2541581267978e-05,0.00733978061274619,3.15026504945793
"cg21476000","chr12",54430684,"+","cg21476000",NA,NA,NA,NA,NA,NA,"chr12:54427025-54428709","S_Shore","HOXC4","NM_014620","5'UTR","","","","","","","TRUE",-0.572964565962796,1.88279298245471,-4.92018523151385,1.25523928556393e-05,0.00733978061274619,3.14948440194119
"cg03737367","chr19",50005045,"-","cg03737367",NA,NA,NA,NA,NA,NA,"","OpenSea","MIR150","NR_029703","TSS1500","","","","","19:50003577-50005271","Promoter_Associated","",0.405463375235623,1.75055313757177,4.92008096875283,1.25567006917807e-05,0.00733978061274619,3.1491735433168
"cg01663825","chr7",43238739,"-","cg01663825",NA,NA,NA,NA,NA,NA,"","OpenSea","HECW1","NM_015052","5'UTR","","","TRUE","","","","",0.375196754026418,1.16207974895065,4.92005138470153,1.25579232848629e-05,0.00733978061274619,3.14908533897277
"cg06217769","chr17",2126306,"+","cg06217769",NA,NA,NA,NA,NA,NA,"","OpenSea","SMG6;SMG6","NM_017575;NM_001170957","Body;Body","","","TRUE","","17:2126201-2126585","Unclassified_Cell_type_specific","",0.552797482824023,1.77763937702926,4.9195227348445,1.25797901182497e-05,0.00733978061274619,3.14750919921801
"cg07066369","chr12",4384888,"-","cg07066369","rs76895963",0.014757,NA,NA,NA,NA,"chr12:4383193-4384405","S_Shore","CCND2","NM_001759","Body","","","","12:4255135-4255179","12:4384439-4384984","Promoter_Associated","",-0.895327749009587,-4.80777284019548,-4.91931134948401,1.25885442725875e-05,0.00733978061274619,3.1468789766924
"cg13571479","chr7",2077345,"+","cg13571479",NA,NA,NA,NA,NA,NA,"","OpenSea","MAD1L1;MAD1L1;MAD1L1","NM_003550;NM_001013837;NM_001013836","Body;Body;Body","","","","7:2043748-2043887","7:2077107-2077508","Unclassified_Cell_type_specific","TRUE",0.495050717256112,0.394715086265413,4.9175633398171,1.26611656640416e-05,0.00737006039540276,3.14166771680137
"cg06751366","chr16",50280723,"-","cg06751366",NA,NA,NA,NA,NA,NA,"chr16:50279728-50280605","S_Shore","","","","","","","","16:50279106-50280843","Promoter_Associated","",-0.577882525608676,-1.76977863379285,-4.91694987847154,1.2686749848279e-05,0.00737259492888934,3.13983893520614
"cg10375267","chr16",87523700,"-","cg10375267",NA,NA,NA,NA,NA,NA,"","OpenSea","ZCCHC14","NM_015144","Body","","RDMR","","","16:87523618-87524798","Unclassified_Cell_type_specific","",0.602624022540222,0.347740227567268,4.91646732528004,1.27069103744279e-05,0.00737259492888934,3.13840043953568
"cg03003919","chr8",85087913,"+","cg03003919",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.531324244592598,0.426316237144987,4.91591808418003,1.2729895493603e-05,0.00737392133352617,3.13676318660495
"cg25503381","chr15",39871923,"-","cg25503381",NA,NA,NA,NA,NA,NA,"chr15:39872527-39873567","N_Shore","THBS1","NM_003246","TSS1500","","","","","15:39871281-39873707","Unclassified","",0.627021645302697,1.95961740216197,4.9145346670341,1.27879717970495e-05,0.00738556912963859,3.13263949674394
"cg20100049","chr11",67979188,"-","cg20100049",NA,NA,NA,NA,NA,NA,"chr11:67980011-67982068","N_Shore","SUV420H1;SUV420H1","NM_017635;NM_016028","5'UTR;5'UTR","","","","11:67735641-67735963","11:67978656-67980724","Promoter_Associated","",0.381612827455924,-1.17689141958804,4.91445160725821,1.27914669763421e-05,0.00738556912963859,3.13239192077966
"cg02678305","chr6",30460322,"+","cg02678305",NA,NA,NA,NA,NA,NA,"chr6:30457369-30458175","S_Shelf","HLA-E","NM_005516","Body","","","","","","","",0.60356604537736,1.16161586982601,4.91363247642197,1.28259867345745e-05,0.00739351722371922,3.12995039287685
"cg12922093","chr7",24767644,"+","cg12922093","rs58375234",0.017841,NA,NA,NA,NA,"","OpenSea","DFNA5;DFNA5;DFNA5","NM_001127454;NM_004403;NM_001127453","5'UTR;Body;Body","","","TRUE","","","","",0.419424727774844,1.24940625226848,4.9122514029104,1.28843959790766e-05,0.00740613818702404,3.12583413576052
"cg26949393","chr7",150827298,"-","cg26949393",NA,NA,NA,NA,NA,NA,"chr7:150822654-150823387","S_Shelf","AGAP3","NM_031946","Body","","","","","","","",0.620828595881345,2.71855961255286,4.91213195637946,1.28894599951014e-05,0.00740613818702404,3.12547814089578
"cg06055873","chr7",27142204,"+","cg06055873",NA,NA,NA,NA,NA,NA,"chr7:27143181-27143479","N_Shore","HOXA2;HOXA2","NM_006735;NM_006735","1stExon;5'UTR","","CDMR","","","7:27141566-27143021","Unclassified_Cell_type_specific","",-0.414831556902922,-1.26697685656151,-4.91115883280477,1.29307894203669e-05,0.00741792121909599,3.12257794799587
"cg12810523","chr7",27187374,"+","cg12810523",NA,NA,NA,NA,NA,NA,"chr7:27186927-27187692","Island","HOXA6","NM_024014","TSS200","","","","7:27153489-27153900","7:27186949-27188385","Unclassified_Cell_type_specific","TRUE",0.768478588910551,-2.34665762734089,4.91022708363949,1.29704840915817e-05,0.00742873007267769,3.11980118901033
"cg25045893","chr15",83777051,"-","cg25045893",NA,NA,NA,NA,NA,NA,"chr15:83775861-83776922","S_Shore","TM6SF1;TM6SF1","NM_023003;NM_001144903","Body;Body","","","","15:81568025-81568111","","","",-0.623077242991333,-1.4919650795193,-4.90953489886281,1.30000505323355e-05,0.00743371268361454,3.11773844947968
"cg13536060","chr19",51189671,"+","cg13536060",NA,NA,NA,NA,NA,NA,"chr19:51189824-51190109","N_Shore","SHANK1","NM_016148","Body","","","","19:55881374-55882046","","","",-0.504240955173479,0.622930822531226,-4.90675666502887,1.31193920309454e-05,0.00747607259209975,3.10945988321396
"cg20432350","chr1",112438321,"-","cg20432350",NA,NA,NA,NA,NA,NA,"","OpenSea","KCND3;KCND3","NM_172198;NM_004980","Body;Body","","","","1:112239838-112240056","","","",-0.528947833233011,-0.215686091325694,-4.90662800228721,1.3124944949278e-05,0.00747607259209975,3.1090765213321
"cg22193912","chr17",79881523,"+","cg22193912",NA,NA,NA,NA,NA,NA,"chr17:79880449-79880872","S_Shore","MAFG;MAFG","NM_002359;NM_032711","5'UTR;TSS200","","","","17:77474657-77474823","17:79881504-79881549","Unclassified_Cell_type_specific","TRUE",-0.767925674725396,-0.528309710197152,-4.90598337454117,1.31528011656631e-05,0.00747607259209975,3.10715583221605
"cg12609063","chr1",116549227,"-","cg12609063",NA,NA,NA,NA,NA,NA,"","OpenSea","SLC22A15","NM_018420","Body","","","","","1:116549127-116549248","Promoter_Associated_Cell_type_specific","",0.583439515398778,-0.158506063488907,4.90545612911468,1.31756282882688e-05,0.00747607259209975,3.10558493162434
"cg20923498","chr2",99096920,"+","cg20923498",NA,NA,NA,NA,NA,NA,"","OpenSea","INPP4A;INPP4A;INPP4A;INPP4A","NM_001566;NM_004027;NM_001134224;NM_001134225","5'UTR;5'UTR;5'UTR;5'UTR","","","TRUE","","2:99096833-99096945","Promoter_Associated","TRUE",0.629504698694332,0.87817144404886,4.90537698522139,1.31790581982586e-05,0.00747607259209975,3.10534912989962
"cg26033526","chr6",32819858,"+","cg26033526","rs2071481",0.118152,NA,NA,NA,NA,"chr6:32820849-32822370","N_Shore","TAP1","NM_000593","Body","","","","","","","",0.809796588585089,0.313808785703348,4.90384349436573,1.3245690145417e-05,0.0074797912989077,3.10078041613546
"cg00147638","chr1",25228039,"-","cg00147638",NA,NA,NA,NA,NA,NA,"chr1:25228496-25229132","N_Shore","RUNX3;RUNX3","NM_004350;NM_001031680","3'UTR;3'UTR","","","","","1:25228033-25228423","Gene_Associated","",0.529330233522487,2.19838490385968,4.90321117198691,1.3273261906655e-05,0.0074797912989077,3.09889664247662
"cg10411272","chr4",186559707,"-","cg10411272",NA,NA,NA,NA,NA,NA,"chr4:186560031-186560361","N_Shore","SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2","NM_001145670;NM_001145673;NM_001145671;NM_001145675;NM_003603;NM_021069;NM_001145672;NM_001145674","Body;Body;Body;Body;Body;Body;Body;Body","","","","4:186796369-186796781","","","",0.48432195897259,-2.91228693246303,4.90308070383783,1.32789578736487e-05,0.0074797912989077,3.09850796738894
"cg01804183","chr5",35856424,"-","cg01804183",NA,NA,NA,NA,NA,NA,"","OpenSea","IL7R","NM_002185","TSS1500","","","","","","","",0.975041465752562,2.24690859960499,4.90289096147538,1.32872459305732e-05,0.0074797912989077,3.09794271401471
"cg10588962","chr17",46667587,"+","cg10588962",NA,NA,NA,NA,NA,NA,"chr17:46669434-46669811","N_Shore","LOC404266;LOC404266","NR_033201;NR_033202","TSS1500;TSS1500","","","","","","","",-0.595637711076219,-1.34838967887167,-4.90241168224211,1.33082038473019e-05,0.0074797912989077,3.096514936682
"cg27315109","chr2",100677411,"+","cg27315109",NA,NA,NA,NA,NA,NA,"","OpenSea","AFF3;AFF3","NM_001025108;NM_002285","Body;Body","","","","","2:100677338-100677656","Unclassified_Cell_type_specific","",0.823597009854004,1.28828094051501,4.90233429585478,1.3311590853226e-05,0.0074797912989077,3.09628440499576
"cg03520644","chr1",103574523,"+","cg03520644",NA,NA,NA,NA,NA,NA,"","OpenSea","COL11A1;COL11A1;COL11A1;COL11A1","NM_001168249;NM_080629;NM_080630;NM_001854","TSS1500;TSS1500;TSS1500;TSS1500","","","TRUE","1:103346256-103347121","","","",-0.580781060949297,-1.54570757123804,-4.90102015377305,1.33692374562096e-05,0.00749053418128132,3.09236974699391
"cg16429735","chr5",1268949,"+","cg16429735",NA,NA,NA,NA,NA,NA,"chr5:1270778-1271101","N_Shore","TERT;TERT","NM_198255;NM_198253","Body;Body","","","","5:1321636-1321950","5:1268756-1269048","Unclassified_Cell_type_specific","",0.621514491021283,1.16847394264993,4.90071489521021,1.33826632205667e-05,0.00749053418128132,3.09146045699241
"cg19913118","chr1",145471701,"+","cg19913118",NA,NA,NA,NA,NA,NA,"chr1:145472980-145474702","N_Shore","POLR3GL;ANKRD34A","NM_032305;NM_001039888","TSS1500;5'UTR","","","TRUE","","1:145471522-145471985","Unclassified_Cell_type_specific","",0.43461622858352,0.296856610242337,4.90031134918738,1.34004322307804e-05,0.00749053418128132,3.0902584134206
"cg18149207","chr1",151805634,"-","cg18149207",NA,NA,NA,NA,NA,NA,"","OpenSea","RORC","NM_005060","TSS1500","","","","","","","",0.551858296044087,1.49628214864959,4.89994509521095,1.34165793266549e-05,0.00749053418128132,3.08916747201814
"cg09628822","chr15",60803663,"-","cg09628822",NA,NA,NA,NA,NA,NA,"","OpenSea","RORA;RORA;RORA;RORA","NM_002943;NM_134261;NM_134262;NM_134260","Body;Body;Body;Body","","","","15:58590942-58590995","","","",0.673956079207324,2.96422287353674,4.89950875285932,1.34358414625855e-05,0.00749053418128132,3.08786778723904
"cg20513418","chr8",131457460,"+","cg20513418",NA,NA,NA,NA,NA,NA,"chr8:131455248-131456285","S_Shore","","","","","","","","","","TRUE",0.531711868090151,0.315049920228955,4.89896178252335,1.34600257366672e-05,0.00749229198212342,3.08623862577309
"cg01782024","chr1",91989267,"+","cg01782024",NA,NA,NA,NA,NA,NA,"","OpenSea","CDC7;CDC7;CDC7","NM_003503;NM_001134420;NM_001134419","Body;Body;Body","","","","","1:91989255-91989411","Gene_Associated_Cell_type_specific","",0.568762438096812,0.726512835527948,4.89583404284531,1.35991453051126e-05,0.00755792124683282,3.07692342175343
"cg00511167","chr3",134206503,"-","cg00511167",NA,NA,NA,NA,NA,NA,"chr3:134204520-134205439","S_Shore","CEP63;CEP63;CEP63;CEP63","NM_001042383;NM_001042400;NM_001042384;NM_025180","5'UTR;5'UTR;5'UTR;5'UTR","","RDMR","","","","","",-0.71931051511932,0.397277301251793,-4.89365083693483,1.36970918612239e-05,0.00758608604754842,3.07042211606921
"cg09016797","chr7",155790956,"+","cg09016797",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","7:155483458-155483718","7:155790781-155791132","Unclassified_Cell_type_specific","",0.630428501075618,1.41196335087062,4.89333014541477,1.37115377107586e-05,0.00758608604754842,3.06946719612568
"cg24796998","chr17",70383845,"+","cg24796998",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","TRUE",-0.455059500271611,-0.137424479852488,-4.8932820253571,1.37137066193804e-05,0.00758608604754842,3.06932391079362
"cg18947954","chr1",5295746,"+","cg18947954","rs78745597",0.019114,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.558304702564187,0.829111989093249,4.89132659962069,1.38021299668174e-05,0.00761680819012386,3.06350159496053
"cg27405731","chr7",101571203,"+","cg27405731",NA,NA,NA,NA,NA,NA,"","OpenSea","CUX1;CUX1;CUX1","NM_181500;NM_181552;NM_001913","Body;Body;Body","","","","7:101357903-101357990","","","",-0.852318216194637,0.0200424453253152,-4.89036645483378,1.38457527332138e-05,0.00761680819012386,3.06064294925473
"cg00088079","chr6",16622634,"+","cg00088079","rs7748637",0.013134,NA,NA,NA,NA,"","OpenSea","ATXN1;ATXN1","NM_001128164;NM_000332","5'UTR;5'UTR","","","TRUE","","","","",0.777364592064776,3.28892706810952,4.8898631548976,1.38686736949122e-05,0.00761680819012386,3.05914452433445
"cg16225773","chr3",33002878,"+","cg16225773",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","","3:33002721-33003017","Unclassified_Cell_type_specific","",0.375450638388041,-0.0868739823297029,4.88956944345962,1.38820669921841e-05,0.00761680819012386,3.05827010343656
"cg03599590","chr3",112282031,"-","cg03599590",NA,NA,NA,NA,NA,NA,"chr3:112280022-112280950","S_Shore","SLC35A5","NM_017945","5'UTR","","RDMR","","","","","",0.504081774276683,-1.55931772403351,4.88944703692115,1.38876525171521e-05,0.00761680819012386,3.05790568538992
"cg13841742","chr4",48909110,"+","cg13841742",NA,NA,NA,NA,NA,NA,"chr4:48908292-48908850","S_Shore","OCIAD2;OCIAD2","NM_001014446;NM_152398","TSS1500;TSS1500","","","","","4:48908248-48909217","Promoter_Associated","TRUE",0.352338982623596,0.839314127879835,4.88892138129414,1.39116638717532e-05,0.00761680819012386,3.05634077415969
"cg13993176","chr9",98771728,"-","cg13993176","rs73536558",0.011894,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.515599036570088,2.5661507439385,4.88876292263263,1.39189101089717e-05,0.00761680819012386,3.05586904022537
"cg20863321","chr2",242250819,"+","cg20863321",NA,NA,NA,NA,NA,NA,"chr2:242254299-242256026","N_Shelf","HDLBP","NM_005336","5'UTR","","","","","2:242250807-242251018","Promoter_Associated","",0.542807881987439,2.10161624642519,4.88798338119935,1.3954612371005e-05,0.00762463325783541,3.05354838626072
"cg04674315","chr7",25897907,"+","cg04674315",NA,NA,NA,NA,NA,NA,"chr7:25898237-25898771","N_Shore","","","","","RDMR","TRUE","","7:25897869-25898063","Unclassified_Cell_type_specific","",-0.409243335846539,-1.21172003363066,-4.88731585368067,1.39852562409161e-05,0.00762967474662354,3.05156126213188
"cg21276056","chr19",9965368,"+","cg21276056",NA,NA,NA,NA,NA,NA,"chr19:9964944-9965433","Island","OLFM2","NM_058164","Body","","","","19:9825973-9826433","","","",0.401664101593722,1.20450465691772,4.88559958031117,1.4064349258583e-05,0.00765168568807376,3.04645248504986
"cg05230642","chr15",25439252,"+","cg05230642",NA,NA,NA,NA,NA,NA,"","OpenSea","SNORD115-14","NR_003306","TSS1500","","","","","","","",-0.46607344084899,1.87246619377541,-4.88523018885244,1.40814299315555e-05,0.00765168568807376,3.04535298525929
"cg20240931","chr19",2613894,"+","cg20240931","rs57336137",0.063071,NA,NA,NA,NA,"chr19:2613932-2614133","N_Shore","GNG7","NM_052847","5'UTR","","","","","19:2613785-2614239","Unclassified","TRUE",0.358382020590428,-2.25291976473735,4.88504418210224,1.40900386289671e-05,0.00765168568807376,3.04479934062701
"cg21545720","chr1",32405083,"+","cg21545720",NA,NA,NA,NA,NA,NA,"chr1:32403387-32404382","S_Shore","PTP4A2;PTP4A2","NM_080392;NM_080391","TSS1500;TSS1500","","","","","1:32402939-32406060","Promoter_Associated","",0.650500217280611,0.935044604518853,4.8843910631351,1.41203071553007e-05,0.0076528621857852,3.04285538768735
"cg04134528","chr5",126424797,"-","cg04134528",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.606450174044613,0.815836861424219,4.88407088447279,1.41351691062237e-05,0.0076528621857852,3.04190242594575
"cg23846712","chr19",3607608,"+","cg23846712",NA,NA,NA,NA,NA,NA,"chr19:3606371-3607270","S_Shore","TBXA2R;TBXA2R","NM_201636;NM_001060","TSS1500;TSS1500","","","TRUE","","19:3605790-3607784","Unclassified","",-0.508731078311094,0.0743339257316147,-4.88243971250014,1.42111240384088e-05,0.00768230938249309,3.03704773019023
"cg13924998","chr7",41531155,"-","cg13924998",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.551743189138109,1.02962287915966,-4.8796294300759,1.4342928583578e-05,0.00773230245407723,3.02868467847652
"cg04344000","chr6",117869857,"+","cg04344000",NA,NA,NA,NA,NA,NA,"chr6:117869097-117869530","S_Shore","DCBLD1","NM_173674","Body","","","TRUE","","6:117869756-117870927","Promoter_Associated","",0.717270265659182,1.14632125694257,4.87886273674191,1.43790958558435e-05,0.00773230245407723,3.02640329540715
"cg00521239","chr8",145015964,"+","cg00521239",NA,NA,NA,NA,NA,NA,"chr8:145016417-145016916","N_Shore","PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1","NM_201381;NM_201382;NM_000445;NM_201378;NM_201379;NM_201383;NM_201380","Body;Body;Body;Body;Body;Body;Body","","","","","","","",0.59326872380458,-0.818690310703374,4.87867978820393,1.43877393743348e-05,0.00773230245407723,3.02585892401824
"cg04591648","chr7",155791233,"-","cg04591648","rs7788581",0.304215,NA,NA,NA,NA,"","OpenSea","","","","","","","7:155483854-155484273","","","",0.558453410793725,1.31264025846968,4.87862299172602,1.43904238011852e-05,0.00773230245407723,3.02568992461051
